                                                                                                                                                                                                                           28 Feb 2022 17:12:23
Satellite-G1_ND


       Time (UTCG)          X-J2K (km)    Y-J2K (km)    Z-J2K (km)    Vx-J2K (km/sec)    Vy-J2K (km/sec)    Vz-J2K (km/sec)    LAT (deg)    LON (deg)    ALT (km)     Xsun-J2K     Ysun-J2K     Zsun-J2K     Xpm-Y2K      Ypm-J2K      Zpm-J2K 
 7 Nov 2028 19:41:30.000      1145.662       248.353     -6641.411          -4.804446           5.956057          -0.606431      -79.894       29.507     386.660    -0.700657    -0.654655    -0.283737     0.953890    -0.300143    -0.002701
 7 Nov 2028 19:42:00.000      1000.891       426.856     -6655.728          -4.846051           5.942970          -0.347911      -80.624       40.056     386.762    -0.700652    -0.654660    -0.283737     0.954545    -0.298056    -0.002703
 7 Nov 2028 19:42:30.000       854.956       604.863     -6662.282          -4.882019           5.922972          -0.088991      -80.990       51.908     386.813    -0.700647    -0.654665    -0.283738     0.955194    -0.295967    -0.002704
 7 Nov 2028 19:43:00.000       708.026       782.166     -6661.066          -4.912309           5.896086           0.170031      -80.947       64.189     386.814    -0.700642    -0.654670    -0.283739     0.955840    -0.293877    -0.002706
 7 Nov 2028 19:43:30.000       560.274       958.559     -6652.082          -4.936886           5.862344           0.428855      -80.500       75.827     386.764    -0.700637    -0.654676    -0.283740     0.956480    -0.291785    -0.002708
 7 Nov 2028 19:44:00.000       411.871      1133.838     -6635.340          -4.955723           5.821784           0.687185      -79.703       86.042     386.665    -0.700631    -0.654681    -0.283741     0.957116    -0.289692    -0.002710
 7 Nov 2028 19:44:30.000       262.989      1307.798     -6610.859          -4.968797           5.774451           0.944724      -78.629       94.558     386.515    -0.700626    -0.654686    -0.283742     0.957748    -0.287597    -0.002712
 7 Nov 2028 19:45:00.000       113.801      1480.238     -6578.667          -4.976092           5.720400           1.201176      -77.347      101.476     386.316    -0.700621    -0.654691    -0.283743     0.958374    -0.285501    -0.002714
 7 Nov 2028 19:45:30.000       -35.519      1650.956     -6538.802          -4.977600           5.659692           1.456245      -75.915      107.053     386.069    -0.700615    -0.654697    -0.283744     0.958997    -0.283404    -0.002715
 7 Nov 2028 19:46:00.000      -184.797      1819.754     -6491.309          -4.973319           5.592395           1.709637      -74.373      111.563     385.774    -0.700610    -0.654702    -0.283745     0.959614    -0.281305    -0.002717
 7 Nov 2028 19:46:30.000      -333.860      1986.434     -6436.243          -4.963252           5.518585           1.961062      -72.751      115.241     385.433    -0.700604    -0.654707    -0.283746     0.960228    -0.279206    -0.002719
 7 Nov 2028 19:47:00.000      -482.535      2150.804     -6373.668          -4.947410           5.438346           2.210229      -71.069      118.274     385.048    -0.700599    -0.654712    -0.283748     0.960836    -0.277104    -0.002721
 7 Nov 2028 19:47:30.000      -630.647      2312.672     -6303.655          -4.925809           5.351768           2.456851      -69.342      120.803     384.619    -0.700594    -0.654718    -0.283749     0.961440    -0.275002    -0.002722
 7 Nov 2028 19:48:00.000      -778.026      2471.848     -6226.285          -4.898474           5.258948           2.700644      -67.579      122.935     384.149    -0.700588    -0.654723    -0.283750     0.962039    -0.272898    -0.002724
 7 Nov 2028 19:48:30.000      -924.499      2628.147     -6141.647          -4.865433           5.159992           2.941324      -65.789      124.753     383.639    -0.700583    -0.654728    -0.283752     0.962634    -0.270792    -0.002726
 7 Nov 2028 19:49:00.000     -1069.895      2781.387     -6049.840          -4.826722           5.055010           3.178615      -63.977      126.318     383.091    -0.700577    -0.654733    -0.283753     0.963224    -0.268686    -0.002727
 7 Nov 2028 19:49:30.000     -1214.046      2931.389     -5950.967          -4.782385           4.944122           3.412240      -62.147      127.676     382.508    -0.700572    -0.654739    -0.283755     0.963809    -0.266578    -0.002729
 7 Nov 2028 19:50:00.000     -1356.783      3077.977     -5845.145          -4.732469           4.827452           3.641928      -60.302      128.865     381.891    -0.700566    -0.654744    -0.283757     0.964390    -0.264469    -0.002731
 7 Nov 2028 19:50:30.000     -1497.939      3220.979     -5732.494          -4.677030           4.705133           3.867412      -58.445      129.913     381.244    -0.700561    -0.654749    -0.283758     0.964967    -0.262359    -0.002732
 7 Nov 2028 19:51:00.000     -1637.350      3360.230     -5613.144          -4.616129           4.577303           4.088429      -56.577      130.844     380.569    -0.700555    -0.654754    -0.283760     0.965538    -0.260247    -0.002734
 7 Nov 2028 19:51:30.000     -1774.853      3495.564     -5487.235          -4.549834           4.444107           4.304719      -54.701      131.675     379.868    -0.700549    -0.654759    -0.283762     0.966105    -0.258134    -0.002736
 7 Nov 2028 19:52:00.000     -1910.287      3626.824     -5354.911          -4.478219           4.305697           4.516031      -52.816      132.422     379.144    -0.700544    -0.654765    -0.283764     0.966668    -0.256020    -0.002737
 7 Nov 2028 19:52:30.000     -2043.493      3753.855     -5216.326          -4.401363           4.162231           4.722115      -50.925      133.097     378.399    -0.700538    -0.654770    -0.283766     0.967225    -0.253905    -0.002739
 7 Nov 2028 19:53:00.000     -2174.317      3876.509     -5071.639          -4.319355           4.013871           4.922729      -49.028      133.709     377.638    -0.700533    -0.654775    -0.283767     0.967779    -0.251788    -0.002740
 7 Nov 2028 19:53:30.000     -2302.604      3994.640     -4921.019          -4.232285           3.860789           5.117638      -47.126      134.268     376.863    -0.700527    -0.654780    -0.283770     0.968327    -0.249670    -0.002742
 7 Nov 2028 19:54:00.000     -2428.204      4108.111     -4764.640          -4.140254           3.703160           5.306609      -45.219      134.779     376.076    -0.700521    -0.654785    -0.283772     0.968871    -0.247551    -0.002743
 7 Nov 2028 19:54:30.000     -2550.971      4216.786     -4602.684          -4.043365           3.541164           5.489421      -43.308      135.249     375.281    -0.700516    -0.654790    -0.283774     0.969410    -0.245431    -0.002745
 7 Nov 2028 19:55:00.000     -2670.759      4320.539     -4435.339          -3.941728           3.374988           5.665856      -41.393      135.684     374.481    -0.700510    -0.654795    -0.283776     0.969945    -0.243310    -0.002746
 7 Nov 2028 19:55:30.000     -2787.428      4419.246     -4262.798          -3.835459           3.204824           5.835704      -39.474      136.086     373.679    -0.700505    -0.654800    -0.283778     0.970475    -0.241187    -0.002748
 7 Nov 2028 19:56:00.000     -2900.841      4512.790     -4085.264          -3.724680           3.030867           5.998763      -37.552      136.460     372.877    -0.700499    -0.654805    -0.283780     0.971000    -0.239064    -0.002749
 7 Nov 2028 19:56:30.000     -3010.865      4601.062     -3902.943          -3.609518           2.853319           6.154838      -35.628      136.809     372.080    -0.700493    -0.654810    -0.283783     0.971521    -0.236939    -0.002751
 7 Nov 2028 19:57:00.000     -3117.370      4683.955     -3716.046          -3.490103           2.672384           6.303743      -33.700      137.137     371.290    -0.700488    -0.654815    -0.283785     0.972037    -0.234813    -0.002752
 7 Nov 2028 19:57:30.000     -3220.230      4761.373     -3524.791          -3.366575           2.488274           6.445298      -31.770      137.444     370.509    -0.700482    -0.654820    -0.283788     0.972548    -0.232686    -0.002754
 7 Nov 2028 19:58:00.000     -3319.324      4833.222     -3329.403          -3.239074           2.301202           6.579333      -29.838      137.734     369.742    -0.700477    -0.654825    -0.283790     0.973055    -0.230558    -0.002755
 7 Nov 2028 19:58:30.000     -3414.536      4899.418     -3130.108          -3.107749           2.111386           6.705686      -27.904      138.008     368.989    -0.700471    -0.654830    -0.283793     0.973557    -0.228429    -0.002757
 7 Nov 2028 19:59:00.000     -3505.753      4959.880     -2927.140          -2.972751           1.919048           6.824203      -25.967      138.269     368.255    -0.700465    -0.654835    -0.283795     0.974054    -0.226298    -0.002758
 7 Nov 2028 19:59:30.000     -3592.866      5014.538     -2720.736          -2.834237           1.724412           6.934740      -24.029      138.517     367.542    -0.700460    -0.654839    -0.283798     0.974547    -0.224167    -0.002760
 7 Nov 2028 20:00:00.000     -3675.773      5063.324     -2511.137          -2.692368           1.527706           7.037163      -22.089      138.754     366.852    -0.700454    -0.654844    -0.283801     0.975035    -0.222034    -0.002761
 7 Nov 2028 20:00:30.000     -3754.376      5106.182     -2298.589          -2.547309           1.329161           7.131346      -20.148      138.981     366.188    -0.700449    -0.654849    -0.283803     0.975518    -0.219901    -0.002762
 7 Nov 2028 20:01:00.000     -3828.582      5143.058     -2083.340          -2.399230           1.129010           7.217174      -18.205      139.200     365.551    -0.700443    -0.654853    -0.283806     0.975997    -0.217766    -0.002764
 7 Nov 2028 20:01:30.000     -3898.301      5173.908     -1865.643          -2.248305           0.927489           7.294540      -16.261      139.411     364.945    -0.700438    -0.654858    -0.283809     0.976471    -0.215631    -0.002765
 7 Nov 2028 20:02:00.000     -3963.453      5198.696     -1645.753          -2.094710           0.724836           7.363350      -14.316      139.616     364.370    -0.700432    -0.654863    -0.283812     0.976940    -0.213494    -0.002766
 7 Nov 2028 20:02:30.000     -4023.959      5217.390     -1423.928          -1.938626           0.521289           7.423517      -12.370      139.815     363.829    -0.700427    -0.654867    -0.283815     0.977405    -0.211356    -0.002768
 7 Nov 2028 20:03:00.000     -4079.748      5229.967     -1200.429          -1.780237           0.317089           7.474965      -10.422      140.010     363.323    -0.700422    -0.654872    -0.283818     0.977865    -0.209217    -0.002769
 7 Nov 2028 20:03:30.000     -4130.752      5236.411      -975.518          -1.619729           0.112477           7.517632       -8.475      140.201     362.854    -0.700416    -0.654876    -0.283821     0.978321    -0.207078    -0.002770
 7 Nov 2028 20:04:00.000     -4176.912      5236.714      -749.459          -1.457293          -0.092303           7.551462       -6.526      140.388     362.423    -0.700411    -0.654881    -0.283824     0.978771    -0.204937    -0.002772
 7 Nov 2028 20:04:30.000     -4218.172      5230.873      -522.519          -1.293119          -0.297008           7.576412       -4.577      140.573     362.031    -0.700405    -0.654885    -0.283827     0.979217    -0.202795    -0.002773
 7 Nov 2028 20:05:00.000     -4254.484      5218.896      -294.964          -1.127402          -0.501397           7.592449       -2.627      140.757     361.679    -0.700400    -0.654889    -0.283830     0.979659    -0.200653    -0.002774
 7 Nov 2028 20:05:30.000     -4285.803      5200.795       -67.061          -0.960338          -0.705226           7.599553       -0.677      140.939     361.367    -0.700395    -0.654894    -0.283833     0.980095    -0.198509    -0.002775
 7 Nov 2028 20:06:00.000     -4312.093      5176.591       160.920          -0.792126          -0.908252           7.597711        1.273      141.122     361.097    -0.700390    -0.654898    -0.283836     0.980527    -0.196365    -0.002777
 7 Nov 2028 20:06:30.000     -4333.321      5146.311       388.712          -0.622966          -1.110235           7.586924        3.223      141.304     360.868    -0.700384    -0.654902    -0.283840     0.980954    -0.194219    -0.002778
 7 Nov 2028 20:07:00.000     -4349.463      5109.989       616.046          -0.453057          -1.310934           7.567204        5.173      141.488     360.680    -0.700379    -0.654906    -0.283843     0.981377    -0.192073    -0.002779
 7 Nov 2028 20:07:30.000     -4360.499      5067.670       842.655          -0.282602          -1.510110           7.538572        7.123      141.674     360.534    -0.700374    -0.654910    -0.283846     0.981795    -0.189925    -0.002780
 7 Nov 2028 20:08:00.000     -4366.416      5019.401      1068.271          -0.111802          -1.707528           7.501061        9.073      141.863     360.430    -0.700369    -0.654915    -0.283849     0.982208    -0.187777    -0.002781
 7 Nov 2028 20:08:30.000     -4367.206      4965.238      1292.630           0.059138          -1.902953           7.454716       11.022      142.055     360.366    -0.700364    -0.654919    -0.283853     0.982616    -0.185628    -0.002783
 7 Nov 2028 20:09:00.000     -4362.868      4905.246      1515.467           0.230016          -2.096152           7.399589       12.971      142.251     360.342    -0.700359    -0.654923    -0.283856     0.983020    -0.183478    -0.002784
 7 Nov 2028 20:09:30.000     -4353.407      4839.493      1736.518           0.400631          -2.286896           7.335748       14.919      142.452     360.357    -0.700354    -0.654926    -0.283859     0.983419    -0.181327    -0.002785
 7 Nov 2028 20:10:00.000     -4338.835      4768.059      1955.525           0.570778          -2.474959           7.263265       16.866      142.660     360.411    -0.700349    -0.654930    -0.283863     0.983813    -0.179175    -0.002786
 7 Nov 2028 20:10:30.000     -4319.167      4691.025      2172.229           0.740257          -2.660118           7.182228       18.813      142.874     360.502    -0.700344    -0.654934    -0.283866     0.984203    -0.177022    -0.002787
 7 Nov 2028 20:11:00.000     -4294.428      4608.483      2386.374           0.908866          -2.842153           7.092733       20.758      143.096     360.628    -0.700339    -0.654938    -0.283869     0.984588    -0.174869    -0.002788
 7 Nov 2028 20:11:30.000     -4264.646      4520.529      2597.709           1.076405          -3.020847           6.994886       22.703      143.327     360.788    -0.700334    -0.654942    -0.283873     0.984968    -0.172714    -0.002789
 7 Nov 2028 20:12:00.000     -4229.857      4427.268      2805.985           1.242677          -3.195990           6.888804       24.646      143.568     360.981    -0.700329    -0.654945    -0.283876     0.985343    -0.170559    -0.002790
 7 Nov 2028 20:12:30.000     -4190.100      4328.807      3010.956           1.407482          -3.367372           6.774614       26.588      143.820     361.204    -0.700324    -0.654949    -0.283879     0.985714    -0.168403    -0.002791
 7 Nov 2028 20:13:00.000     -4145.424      4225.265      3212.382           1.570628          -3.534793           6.652451       28.528      144.086     361.456    -0.700320    -0.654953    -0.283883     0.986080    -0.166247    -0.002792
 7 Nov 2028 20:13:30.000     -4095.881      4116.761      3410.025           1.731920          -3.698054           6.522463       30.466      144.366     361.735    -0.700315    -0.654956    -0.283886     0.986442    -0.164089    -0.002793
 7 Nov 2028 20:14:00.000     -4041.530      4003.425      3603.653           1.891170          -3.856963           6.384804       32.403      144.663     362.038    -0.700310    -0.654960    -0.283890     0.986798    -0.161931    -0.002794
 7 Nov 2028 20:14:30.000     -3982.433      3885.389      3793.038           2.048187          -4.011333           6.239639       34.337      144.977     362.363    -0.700306    -0.654963    -0.283893     0.987150    -0.159771    -0.002795
 7 Nov 2028 20:15:00.000     -3918.662      3762.792      3977.958           2.202788          -4.160982           6.087140       36.269      145.313     362.707    -0.700301    -0.654967    -0.283896     0.987497    -0.157611    -0.002796
 7 Nov 2028 20:15:30.000     -3850.292      3635.779      4158.195           2.354790          -4.305735           5.927489       38.198      145.672     363.069    -0.700296    -0.654970    -0.283900     0.987840    -0.155451    -0.002797
 7 Nov 2028 20:16:00.000     -3777.403      3504.499      4333.538           2.504015          -4.445421           5.760877       40.125      146.057     363.446    -0.700292    -0.654973    -0.283903     0.988177    -0.153289    -0.002798
 7 Nov 2028 20:16:30.000     -3700.081      3369.106      4503.780           2.650287          -4.579877           5.587500       42.049      146.471     363.835    -0.700287    -0.654977    -0.283906     0.988510    -0.151127    -0.002799
 7 Nov 2028 20:17:00.000     -3618.417      3229.760      4668.722           2.793434          -4.708946           5.407566       43.969      146.919     364.234    -0.700283    -0.654980    -0.283910     0.988839    -0.148964    -0.002800
 7 Nov 2028 20:17:30.000     -3532.507      3086.625      4828.171           2.933289          -4.832478           5.221288       45.885      147.405     364.640    -0.700279    -0.654983    -0.283913     0.989162    -0.146801    -0.002801
 7 Nov 2028 20:18:00.000     -3442.454      2939.868      4981.938           3.069688          -4.950328           5.028887       47.797      147.935     365.050    -0.700274    -0.654986    -0.283916     0.989481    -0.144637    -0.002802
 7 Nov 2028 20:18:30.000     -3348.362      2789.663      5129.845           3.202471          -5.062359           4.830591       49.705      148.514     365.462    -0.700270    -0.654990    -0.283920     0.989795    -0.142472    -0.002803
 7 Nov 2028 20:19:00.000     -3250.343      2636.186      5271.717           3.331483          -5.168440           4.626634       51.607      149.150     365.873    -0.700266    -0.654993    -0.283923     0.990104    -0.140306    -0.002804
 7 Nov 2028 20:19:30.000     -3148.513      2479.618      5407.389           3.456574          -5.268449           4.417258       53.503      149.853     366.281    -0.700262    -0.654996    -0.283926     0.990409    -0.138140    -0.002805
 7 Nov 2028 20:20:00.000     -3042.990      2320.141      5536.701           3.577598          -5.362269           4.202710       55.392      150.633     366.683    -0.700258    -0.654999    -0.283930     0.990709    -0.135973    -0.002806
 7 Nov 2028 20:20:30.000     -2933.899      2157.944      5659.502           3.694413          -5.449792           3.983243       57.273      151.503     367.077    -0.700253    -0.655002    -0.283933     0.991004    -0.133805    -0.002807
 7 Nov 2028 20:21:00.000     -2821.368      1993.218      5775.649           3.806884          -5.530916           3.759116       59.144      152.480     367.460    -0.700249    -0.655005    -0.283936     0.991294    -0.131637    -0.002807
 7 Nov 2028 20:21:30.000     -2705.530      1826.154      5885.005           3.914881          -5.605549           3.530592       61.005      153.584     367.829    -0.700245    -0.655008    -0.283939     0.991580    -0.129468    -0.002808
 7 Nov 2028 20:22:00.000     -2586.521      1656.950      5987.443           4.018278          -5.673604           3.297942       62.852      154.840     368.184    -0.700241    -0.655011    -0.283942     0.991861    -0.127298    -0.002809
 7 Nov 2028 20:22:30.000     -2464.481      1485.805      6082.843           4.116956          -5.735003           3.061438       64.684      156.279     368.521    -0.700237    -0.655013    -0.283945     0.992137    -0.125128    -0.002810
 7 Nov 2028 20:23:00.000     -2339.552      1312.918      6171.094           4.210799          -5.789676           2.821358       66.496      157.944     368.839    -0.700233    -0.655016    -0.283948     0.992408    -0.122957    -0.002811
 7 Nov 2028 20:23:30.000     -2211.882      1138.492      6252.092           4.299701          -5.837560           2.577984       68.284      159.888     369.136    -0.700230    -0.655019    -0.283951     0.992675    -0.120786    -0.002811
 7 Nov 2028 20:24:00.000     -2081.621       962.732      6325.743           4.383558          -5.878600           2.331599       70.041      162.179     369.410    -0.700226    -0.655022    -0.283954     0.992936    -0.118614    -0.002812
 7 Nov 2028 20:24:30.000     -1948.920       785.845      6391.960           4.462273          -5.912750           2.082493       71.759      164.910     369.659    -0.700222    -0.655025    -0.283957     0.993194    -0.116442    -0.002813
 7 Nov 2028 20:25:00.000     -1813.937       608.037      6450.668           4.535755          -5.939971           1.830957       73.427      168.203     369.882    -0.700218    -0.655027    -0.283960     0.993446    -0.114269    -0.002814
 7 Nov 2028 20:25:30.000     -1676.828       429.516      6501.796           4.603920          -5.960232           1.577285       75.026      172.219     370.078    -0.700215    -0.655030    -0.283963     0.993694    -0.112095    -0.002814
 7 Nov 2028 20:26:00.000     -1537.756       250.493      6545.287           4.666689          -5.973510           1.321773       76.533      177.168     370.245    -0.700211    -0.655033    -0.283966     0.993936    -0.109921    -0.002815
 7 Nov 2028 20:26:30.000     -1396.882        71.176      6581.087           4.723990          -5.979790           1.064719       77.914     -176.692     370.383    -0.700207    -0.655036    -0.283969     0.994174    -0.107746    -0.002816
 7 Nov 2028 20:27:00.000     -1254.371      -108.225      6609.157           4.775755          -5.979066           0.806423       79.120     -169.080     370.490    -0.700204    -0.655038    -0.283971     0.994408    -0.105571    -0.002816
 7 Nov 2028 20:27:30.000     -1110.392      -287.498      6629.463           4.821927          -5.971338           0.547186       80.089     -159.779     370.567    -0.700200    -0.655041    -0.283974     0.994636    -0.103395    -0.002817
 7 Nov 2028 20:28:00.000      -965.112      -466.435      6641.982           4.862450          -5.956616           0.287311       80.744     -148.826     370.612    -0.700197    -0.655043    -0.283977     0.994860    -0.101219    -0.002818
 7 Nov 2028 20:28:30.000      -818.702      -644.825      6646.699           4.897278          -5.934918           0.027100       81.017     -136.722     370.625    -0.700193    -0.655046    -0.283979     0.995079    -0.099043    -0.002818
 7 Nov 2028 20:29:00.000      -671.333      -822.461      6643.608           4.926371          -5.906267          -0.233143       80.874     -124.441     370.607    -0.700190    -0.655049    -0.283982     0.995293    -0.096866    -0.002819
 7 Nov 2028 20:29:30.000      -523.178      -999.132      6632.713           4.949694          -5.870699          -0.493115       80.334     -113.043     370.556    -0.700186    -0.655051    -0.283984     0.995503    -0.094688    -0.002819
 7 Nov 2028 20:30:00.000      -374.409     -1174.634      6614.027           4.967221          -5.828253          -0.752513       79.456     -103.197     370.475    -0.700183    -0.655054    -0.283987     0.995708    -0.092510    -0.002820
 7 Nov 2028 20:30:30.000      -225.203     -1348.759      6587.571           4.978931          -5.778978          -1.011034       78.318      -95.066     370.362    -0.700179    -0.655056    -0.283989     0.995908    -0.090331    -0.002821
 7 Nov 2028 20:31:00.000       -75.732     -1521.305      6553.376           4.984809          -5.722932          -1.268378       76.986      -88.489     370.219    -0.700176    -0.655059    -0.283991     0.996103    -0.088153    -0.002821
 7 Nov 2028 20:31:30.000        73.828     -1692.068      6511.483           4.984849          -5.660180          -1.524243       75.514      -83.193     370.046    -0.700173    -0.655062    -0.283994     0.996293    -0.085973    -0.002822
 7 Nov 2028 20:32:00.000       223.301     -1860.849      6461.940           4.979050          -5.590792          -1.778330       73.941      -78.907     369.845    -0.700170    -0.655064    -0.283996     0.996479    -0.083794    -0.002822
 7 Nov 2028 20:32:30.000       372.512     -2027.450      6404.804           4.967418          -5.514850          -2.030345       72.293      -75.404     369.615    -0.700166    -0.655067    -0.283998     0.996660    -0.081613    -0.002823
 7 Nov 2028 20:33:00.000       521.288     -2191.675      6340.142           4.949965          -5.432441          -2.279990       70.590      -72.510     369.360    -0.700163    -0.655069    -0.284000     0.996836    -0.079433    -0.002823
 7 Nov 2028 20:33:30.000       669.452     -2353.333      6268.031           4.926712          -5.343660          -2.526976       68.843      -70.091     369.079    -0.700160    -0.655072    -0.284002     0.997008    -0.077252    -0.002824
 7 Nov 2028 20:34:00.000       816.833     -2512.232      6188.554           4.897684          -5.248610          -2.771012       67.064      -68.046     368.776    -0.700157    -0.655074    -0.284004     0.997174    -0.075071    -0.002824
 7 Nov 2028 20:34:30.000       963.256     -2668.188      6101.803           4.862914          -5.147400          -3.011812       65.259      -66.299     368.451    -0.700153    -0.655077    -0.284006     0.997336    -0.072889    -0.002825
 7 Nov 2028 20:35:00.000      1108.550     -2821.016      6007.880           4.822442          -5.040147          -3.249096       63.433      -64.793     368.106    -0.700150    -0.655079    -0.284008     0.997493    -0.070707    -0.002825
 7 Nov 2028 20:35:30.000      1252.546     -2970.537      5906.895           4.776313          -4.926976          -3.482583       61.591      -63.483     367.743    -0.700147    -0.655082    -0.284010     0.997645    -0.068525    -0.002826
 7 Nov 2028 20:36:00.000      1395.073     -3116.577      5798.966           4.724580          -4.808018          -3.712001       59.734      -62.334     367.365    -0.700144    -0.655085    -0.284012     0.997793    -0.066342    -0.002826
 7 Nov 2028 20:36:30.000      1535.965     -3258.962      5684.218           4.667302          -4.683411          -3.937079       57.865      -61.319     366.974    -0.700141    -0.655087    -0.284013     0.997936    -0.064159    -0.002826
 7 Nov 2028 20:37:00.000      1675.056     -3397.526      5562.787           4.604546          -4.553298          -4.157553       55.987      -60.417     366.571    -0.700138    -0.655090    -0.284015     0.998074    -0.061976    -0.002827
 7 Nov 2028 20:37:30.000      1812.184     -3532.106      5434.814           4.536382          -4.417832          -4.373162       54.100      -59.610     366.160    -0.700135    -0.655092    -0.284017     0.998207    -0.059792    -0.002827
 7 Nov 2028 20:38:00.000      1947.186     -3662.544      5300.449           4.462890          -4.277169          -4.583652       52.206      -58.884     365.742    -0.700131    -0.655095    -0.284018     0.998335    -0.057608    -0.002828
 7 Nov 2028 20:38:30.000      2079.905     -3788.686      5159.848           4.384154          -4.131472          -4.788774       50.306      -58.227     365.321    -0.700128    -0.655098    -0.284020     0.998459    -0.055424    -0.002828
 7 Nov 2028 20:39:00.000      2210.184     -3910.384      5013.178           4.300266          -3.980912          -4.988286       48.400      -57.631     364.898    -0.700125    -0.655100    -0.284021     0.998578    -0.053240    -0.002828
 7 Nov 2028 20:39:30.000      2337.870     -4027.494      4860.610           4.211322          -3.825665          -5.181952       46.489      -57.086     364.477    -0.700122    -0.655103    -0.284022     0.998692    -0.051055    -0.002829
 7 Nov 2028 20:40:00.000      2462.814     -4139.879      4702.322           4.117428          -3.665913          -5.369540       44.574      -56.587     364.060    -0.700119    -0.655106    -0.284024     0.998801    -0.048870    -0.002829
 7 Nov 2028 20:40:30.000      2584.867     -4247.406      4538.500           4.018691          -3.501841          -5.550829       42.655      -56.127     363.650    -0.700116    -0.655109    -0.284025     0.998906    -0.046685    -0.002829
 7 Nov 2028 20:41:00.000      2703.888     -4349.948      4369.337           3.915227          -3.333642          -5.725603       40.732      -55.703     363.249    -0.700113    -0.655111    -0.284026     0.999005    -0.044500    -0.002830
 7 Nov 2028 20:41:30.000      2819.735     -4447.385      4195.031           3.807158          -3.161514          -5.893655       38.806      -55.309     362.859    -0.700110    -0.655114    -0.284027     0.999100    -0.042314    -0.002830
 7 Nov 2028 20:42:00.000      2932.273     -4539.602      4015.787           3.694610          -2.985659          -6.054785       36.878      -54.942     362.485    -0.700107    -0.655117    -0.284028     0.999191    -0.040128    -0.002830
 7 Nov 2028 20:42:30.000      3041.368     -4626.489      3831.815           3.577714          -2.806283          -6.208801       34.946      -54.600     362.127    -0.700104    -0.655120    -0.284029     0.999276    -0.037942    -0.002830
 7 Nov 2028 20:43:00.000      3146.893     -4707.945      3643.332           3.456609          -2.623598          -6.355519       33.012      -54.278     361.788    -0.700101    -0.655123    -0.284030     0.999357    -0.035756    -0.002831
 7 Nov 2028 20:43:30.000      3248.724     -4783.874      3450.559           3.331437          -2.437819          -6.494765       31.076      -53.976     361.472    -0.700098    -0.655126    -0.284031     0.999432    -0.033570    -0.002831
 7 Nov 2028 20:44:00.000      3346.740     -4854.186      3253.723           3.202344          -2.249166          -6.626371       29.138      -53.691     361.180    -0.700095    -0.655129    -0.284032     0.999503    -0.031383    -0.002831
 7 Nov 2028 20:44:30.000      3440.827     -4918.797      3053.054           3.069484          -2.057861          -6.750182       27.199      -53.421     360.914    -0.700091    -0.655132    -0.284033     0.999570    -0.029197    -0.002831
 7 Nov 2028 20:45:00.000      3530.873     -4977.633      2848.791           2.933012          -1.864129          -6.866049       25.257      -53.164     360.677    -0.700088    -0.655135    -0.284034     0.999631    -0.027010    -0.002831
 7 Nov 2028 20:45:30.000      3616.773     -5030.623      2641.172           2.793091          -1.668202          -6.973835       23.314      -52.920     360.471    -0.700085    -0.655138    -0.284034     0.999688    -0.024823    -0.002832
 7 Nov 2028 20:46:00.000      3698.426     -5077.706      2430.443           2.649885          -1.470310          -7.073410       21.370      -52.686     360.297    -0.700082    -0.655141    -0.284035     0.999740    -0.022636    -0.002832
 7 Nov 2028 20:46:30.000      3775.735     -5118.825      2216.851           2.503565          -1.270689          -7.164655       19.425      -52.461     360.157    -0.700079    -0.655144    -0.284036     0.999787    -0.020449    -0.002832
 7 Nov 2028 20:47:00.000      3848.610     -5153.932      2000.648           2.354304          -1.069575          -7.247463       17.478      -52.244     360.053    -0.700076    -0.655147    -0.284036     0.999829    -0.018262    -0.002832
 7 Nov 2028 20:47:30.000      3916.966     -5182.987      1782.089           2.202279          -0.867206          -7.321734       15.531      -52.035     359.987    -0.700072    -0.655150    -0.284037     0.999867    -0.016075    -0.002832
 7 Nov 2028 20:48:00.000      3980.721     -5205.954      1561.430           2.047670          -0.663824          -7.387382       13.583      -51.832     359.959    -0.700069    -0.655153    -0.284037     0.999900    -0.013887    -0.002832
 7 Nov 2028 20:48:30.000      4039.802     -5222.808      1338.933           1.890661          -0.459669          -7.444327       11.634      -51.634     359.971    -0.700066    -0.655157    -0.284038     0.999928    -0.011700    -0.002832
 7 Nov 2028 20:49:00.000      4094.139     -5233.529      1114.858           1.731438          -0.254983          -7.492503        9.685      -51.441     360.023    -0.700063    -0.655160    -0.284038     0.999951    -0.009512    -0.002832
 7 Nov 2028 20:49:30.000      4143.668     -5238.104       889.471           1.570191          -0.050010          -7.531854        7.735      -51.251     360.116    -0.700059    -0.655163    -0.284038     0.999969    -0.007325    -0.002832
 7 Nov 2028 20:50:00.000      4188.332     -5236.529       663.036           1.407111           0.155008          -7.562333        5.785      -51.064     360.252    -0.700056    -0.655167    -0.284039     0.999983    -0.005137    -0.002832
 7 Nov 2028 20:50:30.000      4228.078     -5228.806       435.820           1.242393           0.359826          -7.583905        3.834      -50.880     360.429    -0.700053    -0.655170    -0.284039     0.999992    -0.002949    -0.002832
 7 Nov 2028 20:51:00.000      4262.861     -5214.944       208.091           1.076231           0.564202          -7.596547        1.884      -50.697     360.649    -0.700049    -0.655174    -0.284039     0.999996    -0.000762    -0.002832
