                                                                                                                                                                                                                           28 Feb 2022 17:12:23
Satellite-G1_ND


       Time (UTCG)          X-J2K (km)    Y-J2K (km)    Z-J2K (km)    Vx-J2K (km/sec)    Vy-J2K (km/sec)    Vz-J2K (km/sec)    LAT (deg)    LON (deg)    ALT (km)     Xsun-J2K     Ysun-J2K     Zsun-J2K     Xpm-Y2K      Ypm-J2K      Zpm-J2K 
 7 Nov 2028 01:10:00.000      3673.773     -3155.917     -4692.484          -2.878725           4.656540          -5.389528      -44.153     -104.460     375.773    -0.710247    -0.645884    -0.279971     0.439969     0.898012    -0.001249
 7 Nov 2028 01:10:30.000      3585.284     -3014.406     -4851.392          -3.019953           4.776589          -5.203306      -46.062     -103.972     376.566    -0.710242    -0.645888    -0.279971     0.438003     0.898973    -0.001244
 7 Nov 2028 01:11:00.000      3492.611     -2869.377     -5004.622          -3.157618           4.891031          -5.011046      -47.967     -103.440     377.349    -0.710238    -0.645893    -0.279971     0.436035     0.899929    -0.001238
 7 Nov 2028 01:11:30.000      3395.864     -2721.001     -5151.997          -3.291562           4.999737          -4.812976      -49.867     -102.858     378.120    -0.710234    -0.645898    -0.279972     0.434066     0.900880    -0.001233
 7 Nov 2028 01:12:00.000      3295.156     -2569.452     -5293.345          -3.421632           5.102584          -4.609330      -51.761     -102.219     378.874    -0.710229    -0.645903    -0.279972     0.432094     0.901828    -0.001227
 7 Nov 2028 01:12:30.000      3190.606     -2414.906     -5428.503          -3.547679           5.199454          -4.400346      -53.649     -101.514     379.611    -0.710225    -0.645907    -0.279972     0.430120     0.902771    -0.001222
 7 Nov 2028 01:13:00.000      3082.337     -2257.545     -5557.315          -3.669558           5.290240          -4.186272      -55.530     -100.730     380.325    -0.710220    -0.645912    -0.279972     0.428144     0.903710    -0.001216
 7 Nov 2028 01:13:30.000      2970.476     -2097.554     -5679.631          -3.787131           5.374839          -3.967358      -57.403      -99.857     381.016    -0.710216    -0.645917    -0.279972     0.426166     0.904644    -0.001210
 7 Nov 2028 01:14:00.000      2855.154     -1935.118     -5795.311          -3.900264           5.453157          -3.743860      -59.266      -98.876     381.679    -0.710211    -0.645922    -0.279973     0.424186     0.905574    -0.001205
 7 Nov 2028 01:14:30.000      2736.506     -1770.428     -5904.220          -4.008829           5.525106          -3.516039      -61.118      -97.768     382.313    -0.710207    -0.645927    -0.279973     0.422204     0.906500    -0.001199
 7 Nov 2028 01:15:00.000      2614.671     -1603.676     -6006.232          -4.112702           5.590606          -3.284161      -62.956      -96.508     382.915    -0.710202    -0.645932    -0.279973     0.420220     0.907422    -0.001194
 7 Nov 2028 01:15:30.000      2489.792     -1435.057     -6101.231          -4.211766           5.649584          -3.048495      -64.779      -95.063     383.483    -0.710197    -0.645937    -0.279973     0.418234     0.908339    -0.001188
 7 Nov 2028 01:16:00.000      2362.014     -1264.767     -6189.107          -4.305908           5.701975          -2.809314      -66.581      -93.393     384.014    -0.710193    -0.645942    -0.279974     0.416245     0.909252    -0.001182
 7 Nov 2028 01:16:30.000      2231.487     -1093.005     -6269.758          -4.395023           5.747722          -2.566896      -68.360      -91.444     384.506    -0.710188    -0.645947    -0.279974     0.414255     0.910160    -0.001177
 7 Nov 2028 01:17:00.000      2098.364      -919.970     -6343.091          -4.479009           5.786773          -2.321521      -70.108      -89.147     384.958    -0.710183    -0.645952    -0.279975     0.412263     0.911064    -0.001171
 7 Nov 2028 01:17:30.000      1962.799      -745.866     -6409.022          -4.557771           5.819085          -2.073473      -71.816      -86.410     385.367    -0.710178    -0.645957    -0.279975     0.410269     0.911964    -0.001165
 7 Nov 2028 01:18:00.000      1824.951      -570.893     -6467.476          -4.631220           5.844624          -1.823039      -73.474      -83.112     385.732    -0.710173    -0.645962    -0.279976     0.408273     0.912859    -0.001160
 7 Nov 2028 01:18:30.000      1684.980      -395.256     -6518.384          -4.699273           5.863361          -1.570508      -75.063      -79.092     386.052    -0.710168    -0.645968    -0.279976     0.406275     0.913750    -0.001154
 7 Nov 2028 01:19:00.000      1543.049      -219.160     -6561.688          -4.761854           5.875276          -1.316170      -76.560      -74.142     386.324    -0.710164    -0.645973    -0.279977     0.404275     0.914637    -0.001148
 7 Nov 2028 01:19:30.000      1399.324       -42.808     -6597.339          -4.818891           5.880357          -1.060319      -77.932      -68.008     386.549    -0.710159    -0.645978    -0.279977     0.402273     0.915519    -0.001143
 7 Nov 2028 01:20:00.000      1253.972       133.593     -6625.295          -4.870321           5.878601          -0.803249      -79.129      -60.412     386.725    -0.710154    -0.645983    -0.279978     0.400270     0.916397    -0.001137
 7 Nov 2028 01:20:30.000      1107.161       309.840     -6645.525          -4.916086           5.870008          -0.545256      -80.090      -51.144     386.852    -0.710148    -0.645988    -0.279979     0.398264     0.917270    -0.001131
 7 Nov 2028 01:21:00.000       959.064       485.726     -6658.004          -4.956133           5.854591          -0.286636      -80.740      -40.241     386.928    -0.710143    -0.645994    -0.279980     0.396256     0.918139    -0.001126
 7 Nov 2028 01:21:30.000       809.851       661.047     -6662.719          -4.990418           5.832367          -0.027686      -81.013      -28.201     386.954    -0.710138    -0.645999    -0.279981     0.394247     0.919004    -0.001120
 7 Nov 2028 01:22:00.000       659.697       835.600     -6659.665          -5.018901           5.803361           0.231297      -80.873      -15.984     386.930    -0.710133    -0.646004    -0.279981     0.392236     0.919864    -0.001114
 7 Nov 2028 01:22:30.000       508.775      1009.181     -6648.844          -5.041548           5.767607           0.490016      -80.339       -4.632     386.855    -0.710128    -0.646009    -0.279982     0.390222     0.920720    -0.001109
 7 Nov 2028 01:23:00.000       357.263      1181.589     -6630.270          -5.058335           5.725144           0.748174      -79.471        5.190     386.730    -0.710123    -0.646015    -0.279983     0.388207     0.921571    -0.001103
 7 Nov 2028 01:23:30.000       205.334      1352.623     -6603.962          -5.069241           5.676021           1.005474      -78.342       13.313     386.556    -0.710117    -0.646020    -0.279984     0.386190     0.922419    -0.001097
 7 Nov 2028 01:24:00.000        53.167      1522.084     -6569.953          -5.074252           5.620294           1.261620      -77.021       19.893     386.332    -0.710112    -0.646025    -0.279986     0.384171     0.923261    -0.001092
 7 Nov 2028 01:24:30.000       -99.062      1689.775     -6528.280          -5.073361           5.558023           1.516318      -75.561       25.197     386.060    -0.710107    -0.646031    -0.279987     0.382151     0.924099    -0.001086
 7 Nov 2028 01:25:00.000      -251.176      1855.501     -6478.991          -5.066569           5.489280           1.769273      -73.998       29.494     385.741    -0.710102    -0.646036    -0.279988     0.380128     0.924933    -0.001080
 7 Nov 2028 01:25:30.000      -402.997      2019.068     -6422.144          -5.053882           5.414142           2.020194      -72.360       33.007     385.376    -0.710096    -0.646041    -0.279989     0.378104     0.925763    -0.001074
 7 Nov 2028 01:26:00.000      -554.350      2180.286     -6357.803          -5.035313           5.332695           2.268791      -70.667       35.911     384.967    -0.710091    -0.646047    -0.279990     0.376078     0.926587    -0.001069
 7 Nov 2028 01:26:30.000      -705.057      2338.968     -6286.042          -5.010882           5.245029           2.514778      -68.931       38.340     384.514    -0.710086    -0.646052    -0.279992     0.374050     0.927408    -0.001063
 7 Nov 2028 01:27:00.000      -854.944      2494.927     -6206.945          -4.980614           5.151244           2.757870      -67.161       40.393     384.020    -0.710080    -0.646057    -0.279993     0.372020     0.928224    -0.001057
 7 Nov 2028 01:27:30.000     -1003.836      2647.982     -6120.602          -4.944543           5.051446           2.997785      -65.366       42.148     383.487    -0.710075    -0.646063    -0.279995     0.369989     0.929036    -0.001051
 7 Nov 2028 01:28:00.000     -1151.559      2797.955     -6027.112          -4.902709           4.945747           3.234247      -63.549       43.661     382.917    -0.710069    -0.646068    -0.279996     0.367955     0.929843    -0.001046
 7 Nov 2028 01:28:30.000     -1297.941      2944.669     -5926.584          -4.855156           4.834268           3.466979      -61.715       44.977     382.312    -0.710064    -0.646073    -0.279998     0.365920     0.930646    -0.001040
 7 Nov 2028 01:29:00.000     -1442.812      3087.954     -5819.134          -4.801937           4.717132           3.695713      -59.868       46.131     381.674    -0.710058    -0.646078    -0.280000     0.363884     0.931444    -0.001034
 7 Nov 2028 01:29:30.000     -1586.002      3227.642     -5704.884          -4.743112           4.594475           3.920180      -58.008       47.151     381.006    -0.710053    -0.646084    -0.280001     0.361845     0.932238    -0.001028
 7 Nov 2028 01:30:00.000     -1727.343      3363.569     -5583.968          -4.678744           4.466434           4.140119      -56.138       48.057     380.310    -0.710047    -0.646089    -0.280003     0.359805     0.933027    -0.001023
 7 Nov 2028 01:30:30.000     -1866.672      3495.576     -5456.525          -4.608907           4.333155           4.355273      -54.260       48.868     379.590    -0.710042    -0.646094    -0.280005     0.357763     0.933812    -0.001017
 7 Nov 2028 01:31:00.000     -2003.824      3623.507     -5322.702          -4.533677           4.194789           4.565390      -52.374       49.597     378.847    -0.710036    -0.646099    -0.280007     0.355719     0.934592    -0.001011
 7 Nov 2028 01:31:30.000     -2138.639      3747.214     -5182.654          -4.453141           4.051494           4.770222      -50.481       50.257     378.084    -0.710031    -0.646105    -0.280009     0.353674     0.935368    -0.001005
 7 Nov 2028 01:32:00.000     -2270.960      3866.549     -5036.544          -4.367387           3.903435           4.969528      -48.583       50.857     377.306    -0.710025    -0.646110    -0.280011     0.351627     0.936140    -0.000999
 7 Nov 2028 01:32:30.000     -2400.631      3981.374     -4884.540          -4.276512           3.750779           5.163073      -46.679       51.404     376.514    -0.710020    -0.646115    -0.280013     0.349578     0.936907    -0.000994
